road,chainage,lat,lon,model_type,name,length,condition,id
N1,269.721,22.2549374824626,92.0103021287313,bridge,MOJAFFARABAD,1.90300000000002,A,1000960
N1,269.876,22.2538611,92.01125,bridge,Box culvert,0.26799999999997226,A,1000961
N1,269.99,22.2531199613981,92.0119718729483,bridge,MOJAFFORABAD BOX CULVERT,0.26900000000000546,A,1000962
N1,270.205,22.2517222,92.0133333,link,Km post missing,0.32900000000000773,,1000963
N1,270.548,22.249333,92.0152778,bridge,Box culvert,0.34300000000001774,A,1000964
N1,270.642,22.2487130149162,92.0158341025875,bridge,MOJAFFORABAD,0.6519999999999868,A,1000965
N1,271.205,22.2449997,92.019166,link,Km post missing,0.6569999999999823,,1000966
N1,271.807,22.2410552,92.0215271,bridge,Box culvert,0.6020000000000323,A,1000967
N1,271.89,22.24038615762,92.0217918336116,bridge,ROWSONAT CUL,1.2479999999999905,A,1000968
N1,272.286,22.2371941,92.0230549,bridge,Box culvert,0.478999999999985,A,1000969
N1,272.356,22.2366345532374,92.0232647489208,bridge,KANCHANAGAR CUL,0.4660000000000082,A,1000970
N1,272.425,22.236083,92.0234716,link,Info.Missing,0.13900000000001,,1000971
N1,272.81,22.2327771,92.0245549,bridge,Box culvert,0.3849999999999909,A,1000972
N1,272.989,22.2316938,92.0248882,bridge,Bridge start,0.17899999999997362,A,1000973
N1,273.003,22.2315827,92.0249438,bridge,Bridge end,0.014000000000010004,A,1000974
N1,273.008,22.2314978226851,92.0249656611111,bridge,KHANCHANAGAR BADAMTOLA,0.0,B,1000975
N1,273.219,22.227916,92.0258882,link,Info.Missing,0.21600000000000819,,1000977
N1,273.231,22.2278882,92.025916,bridge,Bridge start,0.012000000000000455,A,1000978
N1,273.243,22.2277771,92.0259438,bridge,Bridge end,0.012000000000000455,A,1000979
N1,273.443,22.2260608528604,92.0264650356979,bridge,NORTH JOARA PAKKAR DOKAN,0.4350000000000023,B,1000980
N1,273.68,22.2240271,92.0270827,bridge,Box culvert,0.4370000000000118,A,1000981
N1,273.878,22.2222719897959,92.0273785979591,bridge,GASBAREA BOX CULVERT,1.5219999999999914,A,1000982
N1,274.219,22.2192493,92.0278882,link,Km post missing,0.5389999999999873,,1000983
N1,274.467,22.2170549,92.0281382,bridge,Box culvert,0.24799999999999045,A,1000984
N1,274.66,22.2155873504854,92.0290230394174,bridge,GASBAREA COLLEGE BOX CULVERT,0.7820000000000391,A,1000985
N1,274.982,22.2131389,92.0304993,link,Road To Dhupchheri (Z1026),0.5150000000000432,,1000986
N1,275.219,22.2116111,92.0318049,link,Km post missing,0.23699999999996635,,1000987
N1,275.761,22.2084444,92.0356663,bridge,Bridge start,0.54200000000003,A,1000988
N1,275.816,22.2080278,92.0357774,bridge,Bridge end,0.05499999999994998,A,1000989
N1,275.943,22.2071026538461,92.03633246993,bridge,MAZAR POINT BRIDGE,6.743999999999971,C,1000990
N1,276.102,22.2059444,92.0370274,bridge,Bridge start,0.28600000000000136,A,1000992
N1,276.114,22.2058889,92.0371386,bridge,Bridge end,0.012000000000000455,A,1000993
N1,276.219,22.2054167,92.0380274,link,Km post missing,0.10500000000001819,,1000994
N1,276.281,22.2049837597806,92.0383312340036,bridge,KHOLGHAR CUL,2.8380000000000223,B,1000995
N1,277.313,22.1977774,92.0433886,link,Info.Missing,1.093999999999994,,1000996
N1,278.013,22.1917219,92.0453608,link,Road to Barma (Z1036),0.6999999999999886,,1000997
N1,278.326,22.1897497,92.046583,link,Info.Missing,0.313000000000045,,1000998
N1,279.339,22.1822771,92.0513889,link,Info.Missing,1.0129999999999768,,1000999
N1,280.16,22.1750827,92.0528611,bridge,Box culvert,0.8210000000000264,A,1001000
N1,280.299,22.1739178955307,92.0532925435754,bridge,NOYARHAT,4.017999999999972,B,1001001
N1,280.339,22.1735827,92.0534167,link,Km post missing,0.17899999999997362,,1001002
N1,281.339,22.1652222,92.0548889,link,Km post missing,1.0,,1001003
N1,282.339,22.1629722,92.0641944,link,Km post missing,1.0,,1001004
N1,282.854,22.1596667,92.0674716,bridge,Bridge start,0.5149999999999864,A,1001005
N1,282.994,22.1586272806451,92.0682063096774,bridge,Sangu Bridge,2.69500000000005,B,1001006
N1,283.071,22.1580556,92.0686104,bridge,Bridge end,0.21700000000004138,A,1001008
N1,283.339,22.156,92.0701104,link,Km post missing,0.26799999999997226,,1001009
N1,284.003,22.1509722,92.0696938,bridge,Bridge start,0.6639999999999873,A,1001010
N1,284.012,22.1508889,92.069666,bridge,Bridge end,0.009000000000014552,A,1001011
N1,284.134,22.1498523145631,92.0696330718446,bridge,KATGOR CULVERT,9.47399999999999,A,1001012
N1,284.218,22.1491386,92.0696104,link,"Cox,s Bazar 111 km,Kasherhat 5 km",0.20600000000001728,,1001013
N1,285.169,22.1406663,92.0697771,link,Keranirhat 4 km,0.950999999999965,,1001014
N1,285.472,22.1379163,92.0698882,bridge,Box Culvert,0.30299999999999727,A,1001015
N1,285.58,22.1369522329341,92.0699301281437,bridge,MOULOVER DOKAN,1.4459999999999695,A,1001016
N1,285.973,22.1334441,92.0700827,bridge,Box Culvert,0.5010000000000332,A,1001017
N1,286.08,22.1325208428571,92.0701565366459,bridge,PATATR PULL CULVERT,0.5,A,1001018
N1,286.134,22.1320549,92.0701938,link,"Cox,s Bazar 109 km",0.16100000000000136,,1001019
N1,286.253,22.1308049,92.070416,bridge,Bridge start,0.11899999999997135,A,1001020
N1,286.314,22.1304716,92.0704993,bridge,Bridge end,0.06100000000003547,A,1001021
N1,286.378,22.1299160285714,92.0706024714285,bridge,PATANER PULL(BRIDGE),0.0,A,1001022
N1,286.538,22.1285271,92.0708604,bridge,Bridge start,0.22399999999998954,A,1001024
N1,286.569,22.1282771,92.070916,bridge,Bridge end,0.03100000000000591,A,1001025
N1,286.631,22.1277338010309,92.0710012276288,bridge,Noyakhalar Muk Bridge,0.2529999999999859,A,1001026
N1,287.054,22.1240271,92.0715827,link,Info.Missing,0.4849999999999568,,1001028
N1,287.064,22.123666,92.0716382,bridge,Box culvert,0.010000000000047748,A,1001029
N1,287.144,22.1230775989717,92.071701048329,bridge,NOYAKHALARMUK,0.5130000000000337,A,1001030
N1,287.453,22.1208049,92.0719438,bridge,Box culvert,0.38899999999995316,A,1001031
N1,287.487,22.1204875006655,92.0719705134775,bridge,NOYA KHALAR MUK (KARANIERHAT) BOX CULVERT,0.34300000000001774,A,1001032
N1,288.054,22.1151944,92.072416,link,Km post missing,0.6009999999999991,,1001033
N1,288.329,22.1133524851063,92.0726869042553,bridge,KARANERHAT CULVERT,0.8419999999999845,A,1001034
N1,288.336,22.1133056,92.0726938,bridge,Box culvert,0.2820000000000391,A,1001035
N1,289.054,22.1062222,92.0738049,link,Km post missing,0.7179999999999609,,1001036
N1,289.612,22.1021667,92.0740549,link,Road to Bandarban(N108),0.5580000000000496,,1001037
N1,289.724,22.0993052,92.0743604,bridge,Box culvert,0.11199999999996635,A,1001038
N1,289.889,22.09827857,92.074800422,bridge,KARANERHAT CULVERT,1.5600000000000023,A,1001039
N1,289.974,22.0977497,92.0750271,link,Road to Satkaria (Z1019),0.25,,1001040
N1,290.004,22.097583,92.0752216,link,Km post missing,0.03000000000002956,,1001041
N1,290.616,22.0942219,92.0798604,bridge,Box culvert,0.6119999999999663,A,1001042
N1,290.719,22.0935775004504,92.0805047995495,bridge,KOACHIA(MADARBHI),0.8299999999999841,A,1001043
N1,290.838,22.092833,92.0812493,link,"Cox,s Bazar 104 km",0.22200000000003683,,1001044
N1,291.794,22.0876941,92.088583,link,"Cox,s Bazar 103 km,Pasea 5 km",0.9559999999999604,,1001045
N1,292.34,22.0844441,92.0924997,bridge,Box culvert,0.5459999999999923,A,1001046
N1,292.426,22.0840668315789,92.093196937799,bridge,MITADIGI ACADEMY,1.7069999999999936,A,1001047
N1,292.758,22.0826104,92.0958886,link,"Cox,s Bazar 102 km,Pasha 3 km",0.41800000000000637,,1001048
N1,293.058,22.081166,92.0982774,bridge,Box culvert,0.30000000000001137,A,1001049
N1,293.134,22.080520608,92.0984855314285,bridge,MITADIGI,0.7080000000000268,A,1001050
N1,293.758,22.0752216,92.1001944,link,Km post missing,0.6999999999999886,,1001051
N1,294.462,22.0699438,92.1038333,bridge,Bridge start,0.7040000000000077,A,1001052
N1,294.495,22.0698049,92.104,bridge,Bridge end,0.03300000000001546,A,1001053
N1,294.534,22.0695600813559,92.1042754237288,bridge,RAJGHATA BRIDGE,1.3999999999999773,A,1001054
N1,294.672,22.0686938,92.10525,link,"Cox,s Bazar 100 km,Pasra 2 km",0.17700000000002092,,1001056
N1,294.77,22.0679099558303,92.1055530035335,bridge,THAKUR DIGI BOX CULVERT,0.23599999999999,A,1001057
N1,295.238,22.0641667,92.107,bridge,Bridge start,0.5659999999999741,A,1001058
N1,295.283,22.0638611,92.1070833,bridge,Bridge end,0.045000000000015916,A,1001059
N1,295.295,22.0637567157894,92.1071061094736,bridge,KHORIANAGAR BRIDGE,0.0,A,1001060
N1,295.625,22.06088615,92.10773337,bridge,NOYA PARA BOX CULVERT,0.3299999999999841,A,1001062
N1,295.663,22.0605556,92.1078056,bridge,Box culvert,0.37999999999999545,A,1001063
N1,295.672,22.0604722,92.1078611,link,Km post missing,0.009000000000014552,,1001064
N1,296.095,22.0568611,92.1090833,bridge,Box culvert,0.4230000000000018,A,1001065
N1,296.135,22.0565051155339,92.1090854592233,bridge,PODUA NOYA PARA BOX CULVERT,0.5099999999999909,A,1001066
N1,296.61,22.0522778,92.1091111,bridge,Box culvert,0.5149999999999864,A,1001067
N1,296.647,22.0519296419354,92.1090613887096,bridge,PODUA BAZAR BOX CULVERT,0.5120000000000005,A,1001068
N1,296.672,22.0516944,92.1090278,link,Km post missing,0.06200000000001182,,1001069
N1,297.002,22.0486386,92.1082222,bridge,Box culvert,0.3299999999999841,A,1001070
N1,297.034,22.0483713234624,92.1081938519362,bridge,PODUA BAZAR BOX CULVERT,0.38700000000000045,A,1001071
N1,297.441,22.0449719,92.1078333,link,Road to Tonkabati (Z1013),0.43899999999996453,,1001072
N1,297.536,22.0443052,92.1073056,bridge,Box culvert,0.09500000000002728,A,1001073
N1,297.569,22.0440962566176,92.1070629529411,bridge,BARO AWLIA(R),0.535000000000025,A,1001074
N1,297.672,22.0434441,92.1063056,link,Km post missing,0.1360000000000241,,1001075
N1,298.367,22.0379163,92.104,bridge,Box culvert,0.6949999999999932,A,1001076
N1,298.405,22.0375898525773,92.1039891092783,bridge,TALOCKDNR PARA BOX CULVERT,0.8359999999999559,A,1001077
N1,298.464,22.037083,92.1039722,link,"Cox.s Bazar 96 km,Lohaona 3 km",0.09699999999997999,,1001079
N1,299.031,22.0320827,92.1041667,bridge,Box culvert,0.5670000000000073,A,1001080
N1,299.057,22.031864884656,92.1041246666666,bridge,AMIRABAD BOX CULVERT,0.6520000000000437,A,1001081
N1,299.409,22.028916,92.1035556,bridge,Bridge start,0.3779999999999859,A,1001082
N1,299.434,22.0287013636363,92.1034293272727,bridge,Amirabad Bridge,0.37700000000000955,A,1001083
N1,299.464,22.0284438,92.1032778,link,Km post missing,0.05500000000000682,,1001085
N1,299.483,22.0283327,92.1031944,bridge,Bridge end,0.019000000000005457,A,1001086
N1,299.756,22.0260045474972,92.1026967443826,bridge,AMIRABAD LOHAGOR BOX CULVERT,0.3219999999999459,A,1001087
N1,300.382,22.020666,92.1015556,link,"Cox,s Bazar 94 km,Lohaona 1 km",0.8990000000000009,,1001088
N1,300.396,22.0205549,92.1015,bridge,Box culvert,0.014000000000010004,A,1001089
N1,300.406,22.0204980278439,92.1014277681473,bridge,AMIRABAD LOHAGORA BOX CULVERT,0.6500000000000341,A,1001090
N1,301.319,22.0153056,92.094833,link,"Cox,s Bazar 93 km,Lohagora 6 km",0.9230000000000018,,1001091
N1,302.237,22.0078200503225,92.0927765812903,bridge,LOHAGORA L.S BOX CULVERT,1.8310000000000173,A,1001092
N1,302.249,22.0077222,92.0927497,bridge,Box culvert,0.9300000000000068,A,1001093
N1,302.298,22.0074167,92.0924997,link,"Cox,s Bazar 92 km,Lohagra 0 km",0.04899999999997817,,1001094
N1,302.729,22.0041726139784,92.0905686346236,bridge,DIGIRPARK BOX CULVERT,0.4919999999999618,A,1001095
N1,302.763,22.0039167,92.0904163,bridge,Box culvert,0.464999999999975,A,1001096
N1,303.237,22.00042964,92.0883193766666,bridge,DIGIRPAR BOX CULVERT,0.5080000000000382,A,1001097
N1,303.303,21.9999441,92.0880274,bridge,Box culvert,0.5400000000000205,A,1001098
N1,303.319,21.999833,92.0879997,link,"Cox,s Bazar 87 km",0.016000000000019554,,1001099
N1,303.782,21.9958359641681,92.0874589126142,bridge,ZADUNAGOR FILLING BOX CULVERT,0.5449999999999591,A,1001100
N1,303.793,21.9957410021937,92.0874460645338,bridge,ZADUNAPUR SHAPIR FILLING STATION -(2) BOX CULVERT,0.011000000000024102,A,1001101
N1,303.866,21.9951108,92.0873608,bridge,Box culvert,0.5469999999999686,A,1001102
N1,303.883,21.9950552,92.0872774,bridge,Box culvert,0.016999999999995907,A,1001103
N1,304.217,21.9922334387096,92.0863582073732,bridge,KHASMOHAL ADUNAICR PC GIDER BRIDGE,0.0,A,1001104
N1,304.317,21.9913886,92.086083,bridge,Bridge start,0.4340000000000259,A,1001106
N1,304.377,21.9908886,92.0859163,bridge,Bridge end,0.060000000000002274,A,1001107
N1,304.396,21.9907219,92.0858608,link,"Cox,s Bazar 86 km,Chokaria 28 km",0.019000000000005457,,1001108
N1,304.449,21.990280244375,92.08568596625,bridge,ZADUNAGOR BUS STATION BOX CULVERT,0.23200000000002774,A,1001109
N1,304.556,21.9893886,92.085333,bridge,Box culvert,0.15999999999996817,A,1001110
N1,304.857,21.9870408741379,92.0839943655172,bridge,Adunagar Bridge,10.323000000000036,B,1001111
N1,304.962,21.9862219,92.0835274,bridge,Bridge start,0.4060000000000059,A,1001113
N1,304.986,21.9860552,92.0834441,bridge,Bridge end,0.02400000000000091,A,1001114
N1,305.375,21.9829716,92.0817771,link,"Cox,s Bazar 87 km,Chokaria 27 km",0.38900000000001,,1001115
N1,305.527,21.9819040437735,92.080773326415,bridge,Hatirpul Bridge,0.6699999999999591,B,1001116
N1,305.64,21.9811104,92.0800271,bridge,Bridge start,0.26499999999998636,A,1001118
N1,305.665,21.9810549,92.0799438,bridge,Bridge end,0.025000000000034106,A,1001119
N1,305.794,21.9804623633858,92.0788716271653,bridge,HATIAR PULL BOX CULVERT,0.2669999999999959,A,1001120
N1,305.919,21.9798882,92.0778327,bridge,Box culvert,0.25399999999996226,A,1001121
N1,306.139,21.979298574269,92.0758492263157,bridge,SHIX DAR PARA BOX CULVERT,0.3450000000000273,A,1001122
N1,306.261,21.9789716,92.0747493,bridge,Box culvert,0.3420000000000414,A,1001123
N1,306.394,21.9781104,92.0739993,link,"Cox,s Bazar 88 km,Chowria 27 km",0.13299999999998136,,1001124
N1,307.229,21.9738684029498,92.0683204789577,bridge,MUSKAMPANI PARA BOX CULVERT,1.089999999999975,A,1001125
N1,307.411,21.9729438,92.0670827,link,"Cox,s Bazar 83 km,Chokaria 25 km",1.016999999999996,,1001126
N1,307.582,21.9720827,92.0657222,link,Road to Banskhali (R171),0.17099999999999227,,1001127
N1,307.981,21.9689581196808,92.0641501117021,bridge,AODU NAGOR (2) BOX CULVERT,0.7520000000000095,A,1001128
N1,308.146,21.967666,92.0635,bridge,Box culvert,0.5640000000000214,A,1001129
N1,308.411,21.9654167,92.0625556,link,Km post missing,0.26499999999998636,,1001130
N1,308.652,21.9622138572549,92.0633168764705,bridge,RATAR KUL- SONTI BRIDGE,0.0,A,1001131
N1,308.666,21.9620278,92.0633611,bridge,Bridge start,0.25499999999999545,A,1001133
N1,308.687,21.9618611,92.0634444,bridge,Bridge end,0.021000000000015007,A,1001134
N1,309.038,21.9592401112903,92.0652791298387,bridge,BONPUKR PARA BOX CULVERT,0.3860000000000241,A,1001135
N1,309.059,21.9590833,92.0653889,bridge,Box culvert,0.3720000000000141,A,1001136
N1,309.355,21.9580321636363,92.0663932818182,bridge,BON PUKUL PARA BOX CULVERT,0.3170000000000073,A,1001137
N1,309.411,21.9578333,92.0665833,link,Km post missing,0.35199999999997544,,1001138
N1,309.496,21.9569167,92.0673327,bridge,Box culvert,0.08499999999997954,A,1001139
N1,309.971,21.9520795406909,92.0678138084453,bridge,Santi Bridge,4.444000000000017,B,1001140
N1,310.017,21.9516111,92.0678604,bridge,Bridge start,0.521000000000015,A,1001142
N1,310.038,21.9514444,92.0678604,bridge,Bridge end,0.021000000000015007,A,1001143
N1,310.341,21.9489441,92.0675271,link,Info.Missing,0.30299999999999727,,1001144
N1,310.723,21.9453993720173,92.0669286609544,bridge,SANTI BOX CULVERT,0.7520000000000095,A,1001145
N1,310.802,21.9446663,92.0668049,bridge,Box culvert,0.46100000000001273,A,1001146
N1,311.341,21.940583,92.0643889,link,Km post missing,0.5389999999999873,,1001147
N1,311.886,21.9360290154471,92.0625427235772,bridge,BRICK FIELD BOX CULVERT,1.163000000000011,A,1001148
N1,311.956,21.9354441,92.0623056,bridge,Box culvert,0.6150000000000091,A,1001149
N1,312.138,21.9339454415019,92.0616661541501,bridge,BACK FILD BOX CULVERT,0.2519999999999527,A,1001150
N1,312.209,21.9333608,92.0614167,bridge,Box culvert,0.2529999999999859,A,1001151
N1,312.354,21.9323086726114,92.0608009579617,bridge,AZIZNAGOR FOREST BOX CULVERT,0.21600000000000819,A,1001152
N1,312.366,21.9322216,92.06075,link,"Cox,s Bazar 78 km",0.15699999999998226,,1001153
N1,312.444,21.931666,92.0603611,bridge,Box culvert,0.07800000000003138,A,1001154
N1,312.609,21.93038125,92.0596840375,bridge,AZIZ NOGOR FOREST BOX CULVERT,0.25499999999999545,A,1001155
N1,312.708,21.9296104,92.0592778,bridge,Box culvert,0.26400000000001,A,1001156
N1,313.381,21.9235827,92.0585,link,"Cox,s Bazar 77 km/Start of Cox's Bazar Road Division. / Cox,s Bazar 77 km/Start of Cox's Bazar Road Division.",0.672999999999945,,1001157
N1,313.947,21.9179119605128,92.0597362988034,bridge,AZIZNAGOR BOX CULVERT,1.3380000000000223,A,1001158
N1,313.966,21.9177216,92.0597778,bridge,Box culvert,0.5850000000000364,A,1001159
N1,314.144,21.9167591663366,92.0599899313531,bridge,AZIZ NOGAR BOX CULVERT,0.19700000000000273,A,1001160
N1,314.269,21.9160833,92.0601389,bridge,Box culvert,0.30299999999999727,A,1001161
N1,314.416,21.9148333,92.0604722,link,"Cox,s Bazar 76 km",0.14699999999999136,,1001162
N1,314.502,21.9140727206278,92.0605472089686,bridge,AZIZ NAGOR 1,0.3580000000000041,A,1001163
N1,314.639,21.9128611,92.0606667,bridge,Box culvert,0.2230000000000132,A,1001164
N1,315.009,21.909622912133,92.0605661266144,bridge,AZIZ NAGOR 2,0.507000000000005,A,1001165
N1,315.15,21.9083889,92.0605278,bridge,Box culvert,0.5109999999999673,A,1001166
N1,315.42,21.9059444,92.0609167,link,"Cox,s Bazar 75 km",0.27000000000003865,,1001167
N1,315.728,21.9031667,92.0611667,link,Road to Lama(Z1007),0.3079999999999927,,1001168
N1,316.293,21.8969997,92.0612222,link,"Cox,s Bazar 74 km",0.5649999999999977,,1001169
N1,316.356,21.89646793301105,92.06108684571824,link,Road to Toitong (Z1124),0.06299999999998818,,1001170
N1,317.001,21.8910236519337,92.0597010756906,bridge,HARBHANG CHOR,1.9919999999999618,A,1001171
N1,317.017,21.8908886,92.0596667,bridge,Box culvert,0.6610000000000014,A,1001172
N1,317.299,21.8883886,92.0600833,link,"Cox,s Bazar 73 km",0.28199999999998226,,1001173
N1,318.11,21.8812215213685,92.0590015447779,bridge,GHOIL MARA BOX CULVERT,1.1090000000000373,A,1001174
N1,318.132,21.8810271,92.0589722,bridge,Box culvert,0.8330000000000268,A,1001175
N1,318.311,21.879416,92.0590833,link,Cox's Bazar 72 km,0.17899999999997362,,1001176
N1,318.796,21.8751197401574,92.0591098413385,bridge,HARBANG,0.6859999999999786,A,1001177
N1,318.819,21.874916,92.0591111,bridge,Box culvert,0.5080000000000382,A,1001178
N1,319.32,21.8704993,92.0591389,link,Info.Missing,0.5009999999999764,,1001179
N1,320.189,21.8628351415656,92.0594848712238,bridge,HARBANG,1.393000000000029,A,1001180
N1,320.227,21.8625,92.0595,bridge,Box culvert,0.9069999999999823,A,1001181
N1,320.32,21.8616389,92.0596111,link,Km post missing,0.09300000000001774,,1001182
N1,320.513,21.8599725797297,92.0601907085585,bridge,HARBANGCHORA,0.32399999999995543,A,1001183
N1,320.542,21.8597222,92.0602778,bridge,Bridge start,0.22199999999998,A,1001185
N1,320.601,21.8592222,92.0604444,bridge,Bridge end,0.05900000000002592,A,1001186
N1,321.305,21.8529287900552,92.0609576198894,bridge,ALIPUR BOX CULVERT,0.79200000000003,A,1001187
N1,321.325,21.85275,92.0609722,link,"Cox,s Bazar 69 km",0.7239999999999895,,1001188
N1,321.346,21.8526111,92.0609722,bridge,Box culvert,0.021000000000015007,A,1001189
N1,321.536,21.8508595323144,92.0609491344978,bridge,HARBANG,0.23099999999999454,A,1001190
N1,321.575,21.8505,92.0609444,bridge,Box culvert,0.228999999999985,A,1001191
N1,322.34,21.8441386,92.0628056,link,"Cox,s Bazar 68 km",0.7649999999999864,,1001192
N1,322.5,21.8429700741784,92.0635984638497,bridge,HAR BAG BOX CULVERT,0.9639999999999986,A,1001193
N1,322.553,21.842583,92.0638611,bridge,Box culvert,0.21300000000002228,A,1001194
N1,322.823,21.8403935683229,92.0649325472049,bridge,HAR BAG BOX CULVERT,0.3229999999999791,A,1001195
N1,322.875,21.8399719,92.0651389,bridge,Box culvert,0.32200000000000273,A,1001196
N1,323.357,21.8363052,92.067416,link,"Cox,s Bazar 67 km",0.48200000000002774,,1001197
N1,323.619,21.8341033152866,92.0682735910828,bridge,ATKOTA,0.7960000000000491,A,1001198
N1,323.671,21.8336663,92.0684438,bridge,Box culvert,0.31399999999996453,A,1001199
N1,323.842,21.8322216,92.0689993,link,Road to Paharchaanda(Z1125),0.17099999999999227,,1001200
N1,324.324,21.8280827,92.0712771,link,Cox's Bazar 66 km,0.48200000000002774,,1001201
N1,324.331,21.8280258214285,92.0713035547619,bridge,AKOTA BAZAR BOX CULVERT,0.7119999999999891,A,1001202
N1,324.607,21.8257831806122,92.0723466282313,bridge,BODOI TOLA RCC GIDER BRIDGE,0.27600000000001046,A,1001203
N1,324.618,21.8256938,92.0723882,bridge,Bridge start,0.2939999999999827,A,1001205
N1,324.666,21.8252771,92.0725549,bridge,Bridge end,0.04800000000000182,A,1001206
N1,325.153,21.8211428750483,92.0740201388781,bridge,BODAITALI BOX CULVERT,0.5459999999999923,A,1001207
N1,325.183,21.8208882,92.0741104,bridge,Box culvert,0.5169999999999959,A,1001208
N1,325.332,21.8195271,92.0741382,link,Cox's Bazar 65km,0.1490000000000009,,1001209
N1,325.49,21.8181692602209,92.0739442353591,bridge,BODOITOLI BOX CULVERT,0.3369999999999891,A,1001210
N1,325.513,21.8179716,92.073916,bridge,Box culvert,0.18099999999998317,A,1001211
N1,326.344,21.8119444,92.0776382,link,Cox.s Bazar 64 km,0.8310000000000173,,1001212
N1,327.188,21.8045278,92.077166,link,Road to Paharchanda(Z1002),0.8439999999999941,,1001213
N1,327.312,21.8034238025641,92.0772322128205,bridge,BANIYAR CHORA,1.8220000000000027,A,1001214
N1,327.344,21.8031389,92.0772493,bridge,Bridge start,0.1560000000000059,A,1001215
N1,327.359,21.8030278,92.0772771,bridge,Bridge end,0.014999999999986358,A,1001216
N1,327.369,21.8029167,92.0772771,link,"Cox,s Bazar 63 km",0.010000000000047748,,1001217
N1,328.362,21.7941941,92.0783882,link,"Cox,s Bazar 62 km",0.992999999999995,,1001218
N1,329.084,21.787854008387,92.0788540064516,bridge,NOL BELA-1 BOX CULVERT,1.7719999999999914,A,1001219
N1,329.137,21.7873886,92.0788882,bridge,Box culvert,0.7749999999999773,A,1001220
N1,329.181,21.786997484,92.0789493159999,bridge,NOL BELA BOX CULVERT,0.09699999999997999,A,1001221
N1,329.237,21.7864997,92.0790271,bridge,Box culvert,0.10000000000002274,A,1001222
N1,329.375,21.7853052,92.079166,link,"Cox,s Bazar 61 km",0.1379999999999768,,1001223
N1,329.499,21.7841953311111,92.0792425355555,bridge,NOLBELA BOX CULVERT,19.52800000000002,B,1001224
N1,329.555,21.7836941,92.0792771,bridge,Box culvert,0.18000000000000682,A,1001225
N1,330.374,21.7782493,92.0840552,link,"Cox,s Bazar 60 km",0.8190000000000168,,1001226
N1,330.454,21.7776382,92.0843886,bridge,Box culvert,0.07999999999998408,A,1001227
N1,330.679,21.7758049,92.0851108,bridge,Box culvert,0.2249999999999659,A,1001228
N1,330.874,21.7737216,92.0840552,link,Intersection with Z1126,0.19500000000005002,,1001229
N1,330.931,21.7735339222222,92.0839144733333,bridge,DIDDA BAZAR BOX CULVERT,1.75,A,1001230
N1,331.009,21.7732771,92.0837219,bridge,Box culvert,0.1349999999999909,A,1001231
N1,331.259,21.7715943354948,92.0821099546075,bridge,MATHAMUHURI BRIDGE,6.651999999999987,C,1001232
N1,331.302,21.7713049,92.0818327,link,"Cox,s Bazar 59 km",0.29300000000000637,,1001234
N1,331.326,21.7711938,92.0816382,bridge,Bridge start,0.02400000000000091,A,1001235
N1,331.637,21.7693327,92.079416,bridge,Bridge end,0.3109999999999786,A,1001236
N1,332.066,21.7664722,92.0767771,link,Road to Tuabazar (Z1127),0.4289999999999736,,1001237
N1,332.302,21.7646389,92.075916,link,Km post missing,0.23600000000004684,,1001238
N1,332.877,21.7596389,92.0764993,link,Road to Badarkhali (R172),0.5749999999999886,,1001239
N1,333.43,21.7546944,92.0770271,link,"Cox,s Bazar 57 km",0.5529999999999973,,1001240
N1,334.432,21.7466386,92.080916,link,"Cox,s Bazar 56 km",1.0020000000000095,,1001241
N1,335.192,21.7401466184971,92.0826243745664,bridge,BANDI BAZAR BOX CULVERT,5.692999999999984,B,1001242
N1,335.297,21.7392497,92.0828604,bridge,Box culvert,0.8650000000000091,A,1001243
N1,335.38,21.7385629191489,92.0831876319149,bridge,KUMARIKOOL BOX CULVERT,4.449000000000012,A,1001244
N1,335.438,21.738083,92.0834163,link,Cox's Bazar 55 km,0.1409999999999627,,1001245
N1,335.489,21.7376386,92.0834719,bridge,Box culvert,0.05099999999998772,A,1001246
N1,336.054,21.7326068595588,92.0837488330882,bridge,PASIYAKALI BOX CULVERT,0.6739999999999782,A,1001247
N1,336.169,21.7315827,92.0838052,bridge,Box culvert,0.6800000000000068,A,1001248
N1,336.237,21.7309878314917,92.0838156441988,bridge,Pasiyakali Bridge,4.978000000000009,C,1001249
N1,336.35,21.7299993,92.083833,bridge,Bridge start,0.18100000000004002,A,1001251
N1,336.389,21.7296382,92.083833,bridge,Bridge end,0.03899999999998727,A,1001252
N1,336.458,21.7290271,92.0838608,link,"Cox,s Bazar 54 km",0.06900000000001683,,1001253
N1,337.019,21.7240739341074,92.083544148476,bridge,HASIRUGIGI,0.7819999999999823,A,1001254
N1,337.147,21.7229438,92.0834719,bridge,Box culvert,0.6889999999999645,A,1001255
N1,337.31,21.7215549,92.0830827,link,Road to Alikadam(Z1005),0.16300000000001091,,1001256
N1,337.458,21.7204716,92.0822493,link,Cox's Bazar 53km,0.14800000000002456,,1001257
N1,337.878,21.7169438,92.0824993,bridge,Pipe Culvert,0.4199999999999591,A,1001258
N1,338.491,21.7120833,92.0821104,link,"Cox,s Bazar 52 km",0.6129999999999995,,1001259
N1,338.859,21.7092513759013,92.0806750603415,bridge,CHOHAJANYA (1),1.839999999999975,A,1001260
N1,339.018,21.7080278,92.0800549,bridge,Box culvert,0.5269999999999868,A,1001261
