link_no,name,length,traffic,criticality,start_node,end_node,start_betweenness,end_betweenness,avg_betweenness,traffic_weight
N8-21,Shikerpur(int.with Z8038)-Rahamatpur (int.with Z8034),6.785,6378.0,6.809648686781956e-06,LRP144_465,LRP151_495,7.54573055705327e-05,7.202742804459938e-05,7.374236680756604e-05,0.09234377714715931
N8-22,Rahamatpur (int.with Z8034)-Gariarpar (int.with Z8033),5.0,6378.0,6.461248056295437e-06,LRP151_495,LRP156_485,7.202742804459938e-05,6.791157501347943e-05,6.99695015290394e-05,0.09234377714715931
N8-23,Gariarpar (int.with Z8033)-Barisal (Int.with Z8037),6.645,6378.0,6.049501856629552e-06,LRP156_485,LRP161_2080,6.791157501347943e-05,6.31097464771728e-05,6.551066074532612e-05,0.09234377714715931
N8-24,Barisal (Int.with Z8037)-Barisal Medical More(int.with N809),1.8,6378.0,5.574410087784299e-06,LRP161_2080,LRP165_40,6.31097464771728e-05,5.762194243567951e-05,6.0365844456426154e-05,0.09234377714715931
N8-25,Barisal Medical More (int.with N809) -Barisal (Rupatali Bus Stand) R870,1.24,7910.0,6.245616878425692e-06,LRP165_40,LRP166_270,5.762194243567951e-05,5.144816288899956e-05,5.4535052662339535e-05,0.11452481612324086
N8-26,Barisal (Rupatali Bus Stand) R870-Barisal University (Int.with N801),3.423,7910.0,5.499285301758471e-06,LRP166_270,LRP169d_0,5.144816288899956e-05,4.4588407837132956e-05,4.801828536306626e-05,0.11452481612324086
N8-27,Barisal University (Int.with N801-Dapdapia Ferryghat (North End) Int. with Z8056,3.947,6190.0,3.6579632889004043e-06,LRP169d_0,LRP173_475,4.4588407837132956e-05,3.7042677280079685e-05,4.081554255860632e-05,0.0896218219725488
N8-28,Dapdapia Ferryghat (North End) Int. with Z8056- Bakerkathi (Int.with Z8047),3.585,7910.0,3.77093849263438e-06,LRP173_475,LRP176_660,3.7042677280079685e-05,2.8810971217839754e-05,3.292682424895972e-05,0.11452481612324086
N8-29,Bakerkathi (Int.with Z8047) -Bakerganj (Int.with Z8810 ),7.382,5303.0,1.8697421047688164e-06,LRP176_660,LRP183_1012,2.8810971217839754e-05,1.9893289650413162e-05,2.4352130434126458e-05,0.07677940580297678
N8-30,Bakerganj (Int.with Z8810) -Lebukhali (Int. with Z8806),10.065,2735.0,5.976015831800745e-07,LRP183_1012,LRP194_90,1.9893289650413162e-05,1.0289632577799913e-05,1.5091461114106539e-05,0.03959865639659466
N8-31,Lebukhali (Int. with Z8806)-End of N8,11.0,6190.0,4.6108780952526107e-07,LRP194_90,LRP205_300,1.0289632577799913e-05,0.0,5.1448162888999565e-06,0.0896218219725488
N802-2,Kadamtoli (Int.with R820)-Int.with N8,3.072,8338.0,0.0,LRPS_1480,LRPE_0,0.0,0.0,0.0,0.12072160769097122
N803-2,"Tapakhola, int.with Z8402- (Int.with Z7108)",2.1,8338.0,4.140603291137993e-08,LRPS_2450,LRPS_4550,3.429877525933304e-07,3.429877525933304e-07,3.429877525933304e-07,0.12072160769097122
N803-3,(Int.with Z7108)-SS Ghat,1.58,8338.0,2.0703016455689967e-08,LRPS_4550,LRPE_0,3.429877525933304e-07,0.0,1.714938762966652e-07,0.12072160769097122
N804-2,Pukuria(Int. with Z8401)-Talma (Int. with Z8404),10.971,5104.0,1.7742321226406595e-07,LRP006_826,LRP017_897,1.714938762966652e-06,3.0868897733399737e-06,2.400914268153313e-06,0.07389818729368158
N804-3,Talma (Int. with Z8404) -Munshipara (Int. with N808),8.551,7692.0,4.583764046356457e-07,LRP017_897,LRP026_270,3.0868897733399737e-06,5.1448162888999565e-06,4.1158530311199655e-06,0.11136850639949036
N804-5,Faridpur (Alipur) Int. with N803-Faridpur (Goalchamot) Int. with N7,2.303,4194.0,4.165433006244361e-08,LRP026_4682,LRPE_0,1.3719510103733216e-06,0.0,6.859755051866608e-07,0.06072276596976892
N805-2,Kalier More (Int.with Z8067)-Muksudpur(Int.with Z8021),13.195,3904.0,4.459019557662061e-07,LRP005_360,LRP018_405,5.4878040414932865e-06,1.0289632577799913e-05,7.8887183096466e-06,0.056524005328082466
N805-3,Muksudpur(Int.with Z8021)-Garakhola (Int.with Z8023),6.375,3904.0,6.979334959818878e-07,LRP018_405,LRP024_750,1.0289632577799913e-05,1.4405485608919877e-05,1.2347559093359895e-05,0.056524005328082466
N805-4,Garakhola(Int.with Z8023)-Bhatiapara (Int.with Z7001),12.415,3904.0,9.111909530874647e-07,LRP024_750,LRP037_135,1.4405485608919877e-05,1.7835363134853182e-05,1.612042437188653e-05,0.056524005328082466
N805-5,Bhatiapara (Int.with Z7001)-Bhatiapara (Trimohoni)Int.with N806,0.805,4785.0,1.3306740919804948e-06,LRP037_135,LRP037_940,1.7835363134853182e-05,2.0579265155599826e-05,1.9207314145226502e-05,0.06927955058782649
N805-6,Bhatiapara (Trimohoni)Int.with N806 - Ramdia (Int.with Z8419),11.405,4785.0,1.4970083534780569e-06,LRP037_940,LRP049_275,2.0579265155599826e-05,2.2637191671159806e-05,2.1608228413379818e-05,0.06927955058782649
N805-7,Ramdia (Int.with Z8419)-Bijoypasha(Int.with Z8420),11.09,4785.0,1.6158185402620296e-06,LRP049_275,LRP060_365,2.2637191671159806e-05,2.400914268153313e-05,2.332316717634647e-05,0.06927955058782649
N805-8,Bijoypasha(Int.with Z8420)-Gopalganj (Haridashpur Bridge)Int.with R850,6.975,4785.0,1.687104652332413e-06,LRP060_365,LRP067_360,2.400914268153313e-05,2.469511818671979e-05,2.4352130434126458e-05,0.06927955058782649
N805-9,Gopalganj (Haridashpur Bridge)Int.with R850-Int.with R850,0.67,4785.0,1.7108666896892076e-06,LRP067_360,LRP068_70,2.469511818671979e-05,2.469511818671979e-05,2.469511818671979e-05,0.06927955058782649
N805-10,Gopalganj (Int.with R850)-Int.with Z8031,1.756,5316.0,1.874325670177452e-06,LRP068_70,LRP069_766,2.469511818671979e-05,2.400914268153313e-05,2.4352130434126458e-05,0.0769676261076041
N805-11,Int.with Z8031-Int.with Z8408,3.179,5316.0,1.7951288108741796e-06,LRP069_766,LRP071_1945,2.400914268153313e-05,2.2637191671159806e-05,2.332316717634647e-05,0.0769676261076041
N805-12,Int.with Z8408-Gonapara(Int.with Z7704),4.34,5316.0,1.6631340453687252e-06,LRP071_1945,LRP077_275,2.2637191671159806e-05,2.0579265155599826e-05,2.1608228413379818e-05,0.0769676261076041
N805-13,Gonapara(Int.with Z7704)-End of Mollahat Bridge,2.837,5316.0,1.478341373661089e-06,LRP077_275,LRP079_1112,2.0579265155599826e-05,1.7835363134853182e-05,1.9207314145226502e-05,0.0769676261076041
N805-14,End of Mollahat Bridge-Faltita(Int.with Z7801),16.961,5846.0,1.3644524364111984e-06,LRP079_1112,LRP096_1030,1.7835363134853182e-05,1.4405485608919877e-05,1.612042437188653e-05,0.08464122314241038
N805-15,Faltita(Int.with Z7801)-Fakirhat (Int.with R771),3.5,5846.0,1.0451125044851733e-06,LRP096_1030,LRP099_530,1.4405485608919877e-05,1.0289632577799913e-05,1.2347559093359895e-05,0.08464122314241038
N805-16,Fakirhat (Int.with R771)- Noapara (Int.with R770),8.53,5239.0,5.983812362344143e-07,LRP099_530,LRP107_1040,1.0289632577799913e-05,5.4878040414932865e-06,7.8887183096466e-06,0.07585278276481149
N805-17,Noapara (Int.with R770)-Katakhali Traffic More,1.58,5846.0,2.3224722321892738e-07,LRP107_1040,LRP109_990,5.4878040414932865e-06,0.0,2.7439020207466433e-06,0.08464122314241038
N806-2,Kalna (Ferry Ghat End) - Lohagara (intersection wit Z7503),4.729,3562.0,1.6804254589688e-07,LRPS_3640,LRP007_713,2.400914268153313e-06,4.115853031119965e-06,3.2583836496366387e-06,0.05157236346788672
N806-3,Lohagara (Intersection with Z7503)-Simakhali(Intersection with Z7505),12.866,3562.0,2.3879730206398736e-07,LRP007_713,LRP019_1466,4.115853031119965e-06,5.1448162888999565e-06,4.630334660009961e-06,0.05157236346788672
N806-4,Simakhali(Int.with Z7505)-Narail,1.534,7681.0,5.912228293692484e-07,LRP019_1466,LRP021_1000,5.1448162888999565e-06,5.4878040414932865e-06,5.3163101651966215e-06,0.1112092430648057
N806-5,Narail-Narail old bus stand (Int.with R720),1.39,7681.0,5.912228293692484e-07,LRP021_1000,LRP021_2390,5.4878040414932865e-06,5.1448162888999565e-06,5.3163101651966215e-06,0.1112092430648057
N806-6,Narail old bus stand (Int.with R720)-Tularampur(Int. with Z7504),6.66,7681.0,5.149360126764422e-07,LRP021_2390,LRP030_200,5.1448162888999565e-06,4.115853031119965e-06,4.630334660009961e-06,0.1112092430648057
N806-7,Tularampur(Int. with Z7504)-Charavita (Int.with Z7501),10.503,4062.0,1.9163077524792994e-07,LRP030_200,LRP041_223,4.115853031119965e-06,2.400914268153313e-06,3.2583836496366387e-06,0.05881160595355302
N806-8,"Charavita (Int.with Z7501)-Monihar Cinema hall, Jessore",13.847,4062.0,7.060081193344788e-08,LRP041_223,LRP055_150,2.400914268153313e-06,0.0,1.2004571340766564e-06,0.05881160595355302
N809-2,Kirtonkhola Ferryghat (West)-Dinerpool (Int.with Z8044),2.53,2106.0,4.706224201261065e-08,LRPS_2770,LRP003_2300,0.0,3.0868897733399737e-06,1.5434448866699869e-06,0.030491689349626455
N809-3,Dinerpool (Int.with Z8044)-Veduria Ferryghat,20.39,2106.0,9.41244840252213e-08,LRP003_2300,LRP025_675,3.0868897733399737e-06,3.0868897733399737e-06,3.0868897733399737e-06,0.030491689349626455
