link_no,name,length,traffic,criticality,start_node,end_node,start_betweenness,end_betweenness,avg_betweenness,traffic_weight
Z3040-1,Nalitabari-Haluaghat,20.351,2334.0,0.0,LRPS_0,LRP021_960,0.0,0.0,0.0,0.033792783923090285
Z8040-1,Barishal (Beltala)-Int.with Z8032,0.54,2141.0,0.0,LRPS_0,LRPS_540,0.0,0.0,0.0,0.030998436323623098
Z3601-1,Ujanchar-Ashtogram,17.6,1916.0,0.0,LRPS_0,LRP014_3528,0.0,0.0,0.0,0.02774077720507326
Z3602-1,Kishoreganj-Mohorkona,27.256,2077.0,0.0,LRPS_0,LRP027_1061,0.0,0.0,0.0,0.03007181328545781
Z3603-1,Kishoreganj (Ekrampur Traffic More)-Mithamain,37.0,10314.0,0.0,LRPS_0,LRP019_17906,0.0,0.0,0.0,0.14933109399432443
Z3604-1,Kishoreganj (Nagua More)-Int.with R360,2.921,0.0,0.0,LRPS_0,LRP002_816,0.0,0.0,0.0,0.0
Z3607-1,Nandail Chourasta-Tarail,16.324,1868.0,0.0,LRPS_0,LRP015_2269,0.0,0.0,0.0,0.027045809926449296
Z3608-1,Nandail (Chourasta)-Kendua,21.114,2354.0,0.0,LRPS_0,LRP022_104,0.0,0.0,0.0,0.03408235362251694
Z3609-1,Bojra-Kuliarchar,4.0,1984.0,0.0,LRPS_0,LRP003_961,0.0,0.0,0.0,0.02872531418312388
Z3615-1,Motkhola Bazar-Kishoreganj Police line at R360,21.743,2109.0,0.0,LRPS_0,LRP022_67,0.0,0.0,0.0,0.030535124804540452
Z3616-1,Kishoreganj - Pakundia,15.41,1589.0,0.0,LRPS_0,LRP015_1,0.0,0.0,0.0,0.0230063126194475
Z3701-1,Netrokona (Mogra Bridge)-Madan Bus Stand (Int.with Z3706),1.63,0.0,0.0,LRPS_0,LRPS_1630,0.0,0.0,0.0,0.0
Z3703-1,Thakurakona-Kalmakanda,21.051,2183.0,0.0,LRPS_0,LRP020_711,0.0,0.0,0.0,0.031606532692419066
Z3704-1,Susang Durgapur-Birishiri (int.with Z3709),1.553,7727.0,0.0,LRPS_0,LRPS_1553,0.0,0.0,0.0,0.111875253373487
Z3705-1,Birishiri-Bijoypur Land Port,11.184,7727.0,0.0,LRPS_0,LRPS_11184,0.0,0.0,0.0,0.111875253373487
Z3706-1,Netrokona (Madan Bus Stand)-Kendua,26.856,2223.0,0.0,LRPS_0,LRP028_286,0.0,0.0,0.0,0.03218567209127237
Z3707-1,Netrokona-Purbadhala (int.with Z3704),13.8,1520.0,0.0,LRPS_0,LRPS_13800,0.0,0.0,0.0,0.02200729715642555
Z3709-1,Netrokona-Birishiri,26.0,1542.0,0.0,LRPS_0,LRP003_23265,0.0,0.0,0.0,0.022325823825794868
Z3710-1,Netrokona (Kailati More)-Ishwarganj,27.184,2310.0,0.0,LRPS_0,LRPS_27184,0.0,0.0,0.0,0.033445300283778304
Z3711-1,Phulpur-Haluaghat(int.with Z3040),20.29,3767.0,0.0,LRPS_0,LRP020_309,0.0,0.0,0.0,0.054540452887009906
Z3712-1,Haluaghat-Dhobaura,20.27,3979.0,0.0,LRPS_0,LRP019_1290,0.0,0.0,0.0,0.05760989170093241
Z3713-1,Avoipasha-Atpara,6.951,1025.0,0.0,LRPS_0,LRP001_6159,0.0,0.0,0.0,0.014840447095615914
Z4007-1,Pakullah-Delduarj (int.with Z4015),6.916,3551.0,8.817031834271415e-09,LRPS_0,LRPS_6916,0.0,3.429877525933304e-07,1.714938762966652e-07,0.051413100133202064
Z4009-1,Duburia-Chauhali,13.73,3551.0,0.0,LRPS_0,LRP003_10730,0.0,0.0,0.0,0.051413100133202064
Z4011-1,Gorai-Shakhipur,26.776,3551.0,0.0,LRPS_0,LRP002_24776,0.0,0.0,0.0,0.051413100133202064
Z4012-1,Karatia-Shakhipur,22.416,8305.0,0.0,LRPS_0,LRP022_304,0.0,0.0,0.0,0.12024381768691723
Z4015-1,Tangail-Delduar,11.019,4300.0,0.0,LRPS_0,LRP008_2949,0.0,0.0,0.0,0.062257485376730176
Z4016-1,Kalihati-Shakhipur,22.865,3293.0,0.0,LRPS_0,LRP011_11857,0.0,0.0,0.0,0.04767765101059825
Z4017-1,Porabari-Jagannathganj,22.062,4683.0,0.0,LRPS_0,LRP021_949,0.0,0.0,0.0,0.06780274512075056
Z4019-1,Madhupur- Gopalpur,11.136,0.0,0.0,LRPS_0,LRPS_11136,0.0,0.0,0.0,0.0
Z4020-1,Gopalpur- Bhuanpur,15.482,0.0,0.0,LRPS_0,LRP012_4614,0.0,0.0,0.0,0.0
Z4021-1,Jamalpur-Islampur Sub-Registrar office (int.with Z4622),27.019,2822.0,0.0,LRPS_0,LRP005_21989,0.0,0.0,0.0,0.040858284589100596
Z4022-1,Jamalpur-Madarganj,28.5,4750.0,0.0,LRPS_0,LRP025_4614,0.0,0.0,0.0,0.06877280361382986
Z4023-1,Digpaith-Baushi (int.with Z4025),7.695,2395.0,0.0,LRPS_0,LRP007_665,0.0,0.0,0.0,0.03467597150634158
Z4024-1,Juhiramkul-Madarganj,3.654,2395.0,0.0,LRPS_0,LRPS_3654,0.0,0.0,0.0,0.03467597150634158
Z4025-1,Jamalpur (Poura Gate)-Baushi,16.75,4987.0,0.0,LRPS_0,LRP020_20,0.0,0.0,0.0,0.07220420455203568
Z4101-1,Jamalpur-Kanil (Int.with Z4104),15.38,4098.0,0.0,LRPS_0,LRP015_530,0.0,0.0,0.0,0.05933283141252099
Z4104-1,Karnil-Piarpur Bazar,15.054,1862.0,0.0,LRPS_0,LRP015_54,0.0,0.0,0.0,0.0269589390166213
Z4105-1,Fulbaria-Muktagachha,15.546,2448.0,0.0,LRPS_0,LRP015_673,0.0,0.0,0.0,0.0354433312098222
Z4602-1,Bangaon-Nalitabari,11.754,2099.0,0.0,LRPS_0,LRP010_2138,0.0,0.0,0.0,0.030390339954827126
Z4604-1,Akher Bazar-Mamdamari,12.504,1283.0,0.0,LRPS_0,LRP012_485,0.0,0.0,0.0,0.018575896218219725
Z4605-1,Jhulgaon-Jinaigati(int.with Z4616)-Sandhakura,8.58,1728.0,0.0,LRPS_0,LRP008_940,0.0,0.0,0.0,0.025018822030462733
Z4606-1,Nandirbazar-Bakshiganj (Int.with Z4614),26.03,0.0,0.0,LRPS_0,LRP025_990,0.0,1.0289632577799912e-06,5.144816288899956e-07,0.0
Z4607-1,Sherpur-Akher Bazar(int.with Z4604),2.165,0.0,0.0,LRPS_0,LRP002_172,0.0,6.859755051866608e-07,3.429877525933304e-07,0.0
Z4608-1,Roumari-Tura,4.584,2862.0,0.0,LRPS_0,LRPS_4584,0.0,0.0,0.0,0.0414374239879539
Z4614-1,Bakshiganj-Dewanganj,12.986,2099.0,0.0,LRPS_0,LRP002_10986,0.0,0.0,0.0,0.030390339954827126
Z4615-1,Bakshiganj-Char Rajibpur,32.187,2140.0,0.0,LRPS_0,LRP027_5409,0.0,0.0,0.0,0.030983957838651762
Z4616-1,Sribardi-Jinaigati,19.465,2529.0,0.0,LRPS_0,LRP018_2066,0.0,0.0,0.0,0.03661608849250014
Z4619-1,Nalitabari-Papuajuri Baily Bridge,8.281,1581.0,0.0,LRPS_0,LRP003_5276,0.0,0.0,0.0,0.02289048473967684
Z4622-1,Islampur Sub.Registrar office-Rishipara,2.909,3535.0,0.0,LRPS_0,LRPS_2909,0.0,0.0,0.0,0.05118144437366074
Z4801-1,Bhuapur-Jagannathganj (int.with Z4017),20.025,1824.0,0.0,LRPS_0,LRP012_7935,0.0,0.0,0.0,0.026408756587710663
Z5001-1,Panchagarh (Dhaccamara)-Bhajanpur (Nijbari),0.97,4319.0,1.0723953954440507e-08,LRPS_0,LRPS_970,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0625325765911855
Z5002-1,Thakurgaon (Railway Station) -Nekmarod (int.with Z5029),27.49,8737.0,6.508116626530219e-08,LRPS_0,LRP027_730,0.0,1.0289632577799912e-06,5.144816288899956e-07,0.12649852319453292
Z5003-1,Boda-Debiganj(int.with Z5021),21.345,3107.0,0.0,LRPS_0,LRP022_345,0.0,0.0,0.0,0.044984652805930385
Z5004-1,Ranisonkail-Haripur,17.815,3821.0,0.0,LRPS_0,LRP016_1885,0.0,0.0,0.0,0.05532229107546186
Z5005-1,Khansama-Ranirbandar,15.492,2535.0,0.0,LRPS_0,LRP015_912,0.0,0.0,0.0,0.03670295940232814
Z5006-1,Dinajpur (Kanchan Bridge)-int.with Z5803,1.06,6559.0,0.0,LRPS_0,LRPS_1060,0.0,0.0,0.0,0.09496438292697053
Z5007-1,Birganj-Kaharol,9.37,3853.0,0.0,LRPS_0,LRP007_2400,0.0,0.0,0.0,0.05578560259454451
Z5008-1,Birganj-Khansama(Int.with Z5005),19.305,5763.0,0.0,LRPS_0,LRP021_500,0.0,0.0,0.0,0.08343950888978978
Z8207-1,Dohar (Bashtala)-Jhowkanda,6.12,3669.0,2.7330067417579688e-08,LRPS_0,LRPS_6120,0.0,1.0289632577799912e-06,5.144816288899956e-07,0.05312156135981931
Z5011-1,Sayedpur-Parbatipur,12.7,4998.0,0.0,LRPS_0,LRP014_150,0.0,0.0,0.0,0.07236346788672034
Z5014-1,Rangpur Cantonment-Ghagat Bridge,3.43,1907.0,0.0,LRPS_0,LRPS_3430,0.0,0.0,0.0,0.027610470840331268
Z5015-1,Taxerhat-Taraganj (int.with N5),17.47,1907.0,4.735026670784452e-09,LRPS_0,LRP018_440,0.0,3.429877525933304e-07,1.714938762966652e-07,0.027610470840331268
Z5018-1,Gangachhara-Kishoreganj,29.48,10381.0,0.0,LRPS_0,LRP028_1270,0.0,0.0,0.0,0.15030115248740372
Z5019-1,Police Line-Pakkar Matha,3.81,10381.0,0.0,LRPS_0,LRPS_3810,0.0,0.0,0.0,0.15030115248740372
Z5020-1,Hazirhat-Gangachhara,20.471,5815.0,0.0,LRPS_0,LRP022_40,0.0,0.0,0.0,0.08419239010829907
Z5021-1,Panchagarh Sugar Mill-Debiganj Bridge Approach,31.865,7411.0,0.0,LRPS_0,LRP031_145,0.0,0.0,0.0,0.1073000521225459
Z5022-1,Tengonmari-Kishoreganj,9.608,2311.0,0.0,LRPS_0,LRP008_1741,0.0,0.0,0.0,0.033459778768749636
Z5023-1,Rangpur (Medical more)-Gangachhara,13.15,11470.0,0.0,LRPS_0,LRP010_3160,0.0,0.0,0.0,0.16606822262118492
Z5024-1,Modhupur-Shampur,8.19,2080.0,0.0,LRPS_0,LRP002_6290,0.0,0.0,0.0,0.030115248740371806
Z5025-1,Rangpur (Bus Terminal)-Ghagat Bridge(int.with Z5014),3.152,0.0,0.0,LRPS_0,LRP004_132,0.0,2.400914268153313e-06,1.2004571340766564e-06,0.0
Z5026-1,Badarganj More-Haldibari,2.95,6673.0,0.0,LRPS_0,LRP003_90,0.0,0.0,0.0,0.09661493021370243
Z5029-1,Nekmand-Dharmagarh,10.205,4592.0,0.0,LRPS_0,LRP010_805,0.0,0.0,0.0,0.0664852029883593
Z5032-1,Bogra (Kortoa Bridge)-Int.with N515,3.08,5695.0,1.4140522753076799e-08,LRPS_0,LRP003_20,0.0,3.429877525933304e-07,1.714938762966652e-07,0.08245497191173916
Z5034-1,Sherpur-Nandigram,16.87,1430.0,0.0,LRPS_0,LRPS_16870,0.0,0.0,0.0,0.020704233509005618
Z5035-1,Mokamtala-Sariakandi,41.3,5698.0,0.0,LRPS_0,LRP038_3100,0.0,0.0,0.0,0.08249840736665315
Z5039-1,Bogra (Jhapgari)-Khetlal,30.65,7120.0,0.0,LRPS_0,LRP033_20,0.0,0.0,0.0,0.10308681299588811
Z5040-1,Lichutala-Bagbari (int.with Z5050),8.64,7120.0,0.0,LRPS_0,LRP008_830,0.0,0.0,0.0,0.10308681299588811
Z5041-1,Bhuyagati-Taras,16.12,2574.0,1.2782337336758449e-08,LRPS_0,LRP015_1120,0.0,6.859755051866608e-07,3.429877525933304e-07,0.037267620316210115
Z5042-1,Sirajganj-Chandaikona(int.with N5),21.43,4126.0,0.0,LRPS_0,LRPS_21430,0.0,0.0,0.0,0.05973822899171831
Z5043-1,Taras-Gurudaspur,18.21,0.0,0.0,LRPS_0,LRPS_18210,0.0,0.0,0.0,0.0
Z5044-1,Int with R504-Harinadhara,1.125,0.0,0.0,LRPS_0,LRPS_1125,0.0,0.0,0.0,0.0
Z5046-1,Srikhola bus stand Ullahpara-Int.with N507,18.12,2502.0,0.0,LRPS_0,LRPS_18120,0.0,0.0,0.0,0.036225169398274165
Z5047-1,Shahazadpur-Chouhali,18.39,1481.0,0.0,LRPS_0,LRP009_9920,0.0,0.0,0.0,0.02144263624254358
Z5048-1,Ullahpara-Bhangura,21.67,1481.0,0.0,LRPS_0,LRP002_19670,0.0,0.0,0.0,0.02144263624254358
Z5049-1,Taras-Sherpur,25.75,1685.0,0.0,LRPS_0,LRP011_15500,0.0,0.0,0.0,0.024396247176695432
Z5050-1,Bagbari-Nanglu,2.63,1336.0,0.0,LRPS_0,LRP003_110,0.0,0.0,0.0,0.01934325592170035
Z5051-1,Baiguni-Poradah,10.47,1247.0,0.0,LRPS_0,LRP009_2990,0.0,0.0,0.0,0.018054670759251754
Z5053-1,Bogra (Tinmatha)-Kahalu,10.99,4539.0,0.0,LRPS_0,LRPS_10990,0.0,0.0,0.0,0.06571784328487867
Z5054-1,Boragarihat-Dimla,9.93,2064.0,0.0,LRPS_0,LRP012_15,0.0,0.0,0.0,0.029883592980830487
Z5055-1,Thakurgaon (Railway Station)-Pirganj,21.981,6100.0,0.0,LRPS_0,LRP022_7,0.0,0.0,0.0,0.08831875832512885
Z5058-1,Ullahpara-Belkuchi,16.31,4148.0,0.0,LRPS_0,LRPS_16310,0.0,0.0,0.0,0.060056755661087625
Z5059-1,Thakuragaon (BISIC More)-Ruhea,16.218,3701.0,0.0,LRPS_0,LRP015_1148,0.0,0.0,0.0,0.05358487287890195
Z5060-1,Bhajanpur (Nijbari)-Mirganj (C&B More),17.405,1177.0,0.0,LRPS_0,LRP019_33,0.0,0.0,0.0,0.01704117681125847
Z5061-1,Kalmpur Bus Stand-Kawaliapara(int.with Z5062),10.461,1610.0,3.997584132125311e-09,LRPS_0,LRP010_491,0.0,3.429877525933304e-07,1.714938762966652e-07,0.023310360803845485
Z5062-1,Kawaliapara-West Nandeswari,4.241,2460.0,0.0,LRPS_0,LRP004_703,0.0,0.0,0.0,0.0356170730294782
Z5063-1,Golra-West Nandeswari (int.with Z5062),9.587,0.0,0.0,LRPS_0,LRP009_531,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0
Z5064-1,Baniajuri-Jhitka (int.with Z5066),16.03,0.0,0.0,LRPS_0,LRP016_103,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0
Z5066-1,Nali Bazar-Jhitka,14.868,1935.0,0.0,LRPS_0,LRPS_14868,0.0,0.0,0.0,0.02801586841952858
Z5069-1,Turag-Kolatia(Int.with Z8002),10.22,2216.0,5.502264867571236e-09,LRPS_0,LRPS_10220,0.0,3.429877525933304e-07,1.714938762966652e-07,0.032084322696473044
Z5072-1,Dhunat (Hukum Ali Bus-stand)-Nanglu,16.22,2356.0,1.754964263718118e-08,LRPS_0,LRP010_6000,0.0,1.0289632577799912e-06,5.144816288899956e-07,0.03411131059245961
Z5075-1,Madarganj-Pirganj (int.with N5),17.196,2840.0,7.051639090208623e-09,LRPS_0,LRP015_2074,0.0,3.429877525933304e-07,1.714938762966652e-07,0.041118897318584584
Z5202-1,Omarpur-Int.with Z5207,4.706,4018.0,1.995315905947764e-08,LRPS_0,LRPS_4706,0.0,6.859755051866608e-07,3.429877525933304e-07,0.058174552614814384
Z5209-1,Singra-Int.with Z5211,14.44,4238.0,1.0522833262078923e-08,LRPS_0,LRP015_460,0.0,3.429877525933304e-07,1.714938762966652e-07,0.061359819308507556
Z5210-1,Sherkul-Int.with R548,18.99,2879.0,0.0,LRPS_0,LRPS_18990,0.0,0.0,0.0,0.041683558232466555
Z5211-1,Dalsarak-Int.with Z5209,13.28,3432.0,0.0,LRPS_0,LRP014_270,0.0,0.0,0.0,0.049690160421613484
Z5212-1,Int.with N502-Uttara Ganobhaban,0.605,3432.0,0.0,LRPS_0,LRPS_605,0.0,0.0,0.0,0.049690160421613484
Z5301-1,Boda Bus Stand More-Int.with Z5003,1.31,0.0,0.0,LRPS_0,LRP001_1297,0.0,0.0,0.0,0.0
Z5401-1,Sirajganj-Bahirgola,1.292,5607.0,4.176606378042227e-08,LRPS_0,LRP002_280,0.0,1.0289632577799912e-06,5.144816288899956e-07,0.08118086523426189
Z5402-1,Sirajganj-Porabari(int.with N405),6.91,5886.0,0.0,LRPS_0,LRP004_2893,0.0,0.0,0.0,0.08522036254126368
Z5403-1,Kaliakandapara-Int.with N405,3.73,0.0,0.0,LRPS_0,LRPS_3730,0.0,1.714938762966652e-07,8.57469381483326e-08,0.0
Z5404-1,Pipulbaria More-Sonamukhi,15.184,3046.0,0.0,LRPS_0,LRP015_430,0.0,0.0,0.0,0.0441014652226791
Z5405-1,Bagbati-Sonamukhi,20.35,9379.0,0.0,LRPS_0,LRP003_17390,0.0,0.0,0.0,0.13579371054612846
Z5406-1,Porabari-Jamtoil (int.with Z5408),4.487,1763.0,4.377478773252747e-09,LRPS_0,LRPS_4487,0.0,3.429877525933304e-07,1.714938762966652e-07,0.025525569004459372
Z5408-1,Kadda-Tamai,7.89,584.0,0.0,LRPS_0,LRPS_7890,0.0,0.0,0.0,0.008455435223258239
Z5409-1,Saidabad-Samespur (int. with Z5402),4.1,0.0,0.0,LRPS_0,LRPS_4100,0.0,6.859755051866608e-07,3.429877525933304e-07,0.0
Z5410-1,Enayetpur-Shahazadpur,16.0,3787.0,0.0,LRPS_0,LRPS_16000,0.0,0.0,0.0,0.05483002258643656
Z5452-1,Joypurhat-Akkelpur,16.235,4586.0,0.0,LRPS_0,LRP015_1175,0.0,0.0,0.0,0.0663983320785313
Z5456-1,Mohadebpur-Shibpur (int.with Z5464),15.145,1687.0,4.188772938444348e-09,LRPS_0,LRP012_3055,0.0,3.429877525933304e-07,1.714938762966652e-07,0.024425204146638096
Z5464-1,Patnitala-Shibpur,9.71,1699.0,0.0,LRPS_0,LRP006_4730,0.0,0.0,0.0,0.024598945966294087
Z5467-1,Raikali-Tilakpur,7.985,3268.0,0.0,LRPS_0,LRP008_175,0.0,0.0,0.0,0.04731568888631493
Z5469-1,Atrai-Singra,23.655,1817.0,0.0,LRPS_0,LRP022_1655,0.0,0.0,0.0,0.026307407192911334
Z5471-1,Kahalu-Talora(int.with Z5202),9.37,3638.0,0.0,LRPS_0,LRPS_9370,0.0,0.0,0.0,0.052672728325708
Z5472-1,Adamdighi Rail Station-Raninagar,12.21,1890.0,0.0,LRPS_0,LRPS_12210,0.0,0.0,0.0,0.027364336595818613
Z5501-1,Joypurhat (Bottoli)-Khetlal,12.466,4319.0,0.0,LRPS_0,LRP012_1261,0.0,0.0,0.0,0.0625325765911855
Z5503-1,Joypurhat-Hitchmi (int.with Z5504),3.455,0.0,0.0,LRPS_0,LRP004_495,0.0,6.859755051866608e-07,3.429877525933304e-07,0.0
Z5504-1,Hitchmi-Puranpail,7.274,3426.0,0.0,LRPS_0,LRP007_350,0.0,0.0,0.0,0.049603289511785484
Z5505-1,Mahashastangarh-Amtoli,9.408,3882.0,0.0,LRPS_0,LRPS_9408,0.0,0.0,0.0,0.05620547865871315
Z5507-1,Kashipur-Amtali,9.63,4307.0,0.0,LRPS_0,LRP008_1330,0.0,0.0,0.0,0.06235883477152951
Z5508-1,Khetlal-Int.with Z5039,1.564,0.0,0.0,LRPS_0,LRP002_603,0.0,6.859755051866608e-07,3.429877525933304e-07,0.0
Z5509-1,Hili-Hakimpur (int.with Z5856),10.44,3139.0,7.794047571889038e-09,LRPS_0,LRP011_550,0.0,3.429877525933304e-07,1.714938762966652e-07,0.04544796432501303
Z5551-1,Dariapur-Kamarzani,7.0,2442.0,0.0,LRPS_0,LRP008_20,0.0,0.0,0.0,0.03535646029999421
Z5552-1,Gaibandha-Saghata,28.5,5181.0,0.0,LRPS_0,LRP021_7500,0.0,0.0,0.0,0.0750130306364742
Z5553-1,Gaibandha (Dakbanglow)-Sadullahpur,11.19,11603.0,0.0,LRPS_0,LRPS_11190,0.0,0.0,0.0,0.16799386112237216
Z5555-1,Gaibandha (Puratan Bazar More)-Int.with Z5559,5.41,8234.0,1.0222393709291866e-08,LRPS_0,LRPS_5410,0.0,1.714938762966652e-07,8.57469381483326e-08,0.11921584525395262
Z5558-1,Shaplamill-Int.with Z5554,1.95,2330.0,0.0,LRPS_0,LRPS_1950,0.0,0.0,0.0,0.033734869983204956
Z5559-1,Balashighat-Sayedpur,1.2,2330.0,0.0,LRPS_0,LRPS_1200,0.0,0.0,0.0,0.033734869983204956
Z5561-1,Madhayapara-Nawabganj,17.35,4093.0,0.0,LRPS_0,LRP016_1300,0.0,0.0,0.0,0.05926043898766433
Z5611-1,Rajarhat-Teesta,10.45,3855.0,0.0,LRPS_0,LRP011_10,0.0,0.0,0.0,0.05581455956448717
Z5612-1,Shahebganj-Haragacha,9.25,6383.0,0.0,LRPS_0,LRP003_6280,0.0,0.0,0.0,0.09241616957201598
Z5613-1,Gaibandha-Dariapur (int.with Z5551),7.7,0.0,0.0,LRPS_0,LRP007_1152,0.0,6.859755051866608e-07,3.429877525933304e-07,0.0
Z5614-1,Kurigram (Trimohoni)-Rajarhat,7.48,4081.0,0.0,LRPS_0,LRP007_670,0.0,0.0,0.0,0.05908669716800834
Z5616-1,Nageswari-Int. with Z5901,16.95,4722.0,0.0,LRPS_0,LRP016_390,0.0,0.0,0.0,0.06836740603463254
Z5617-1,Nageswari-Fulbari (int.with Z5616),16.385,0.0,0.0,LRPS_0,LRP016_395,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0
Z5621-1,Kurigram (Shapla Chattar)-Ulipur(int.with Z5623),18.83,4228.0,1.0498003546972556e-08,LRPS_0,LRP018_820,0.0,3.429877525933304e-07,1.714938762966652e-07,0.06121503445879423
Z5622-1,Kurigram-Nageswari(int.with Z5617),22.227,5662.0,0.0,LRPS_0,LRP021_1387,0.0,0.0,0.0,0.08197718190768517
Z5623-1,Ulipur-Chillmari,17.639,17360.0,0.0,LRPS_0,LRP017_1843,0.0,0.0,0.0,0.2513464991023339
Z5624-1,Bhurungamari-Nageswari,49.617,4444.0,0.0,LRPS_0,LRP046_3947,0.0,0.0,0.0,0.06434238721260208
Z5701-1,Nilphamari (Kalibari)-Int.with Z5709,1.818,5138.0,2.5515015243304158e-08,LRPS_0,LRP002_808,0.0,6.859755051866608e-07,3.429877525933304e-07,0.0743904557827069
Z5703-1,Jaldhaka-Dimla (int.with Z5054),21.63,2336.0,0.0,LRPS_0,LRP021_230,0.0,0.0,0.0,0.033821740893032956
Z5704-1,Boragarirhat-Bhadur Dargah,7.89,2336.0,0.0,LRPS_0,LRP008_120,0.0,0.0,0.0,0.033821740893032956
Z5706-1,Domar-Boragarihat (int.with Z5054),3.77,0.0,0.0,LRPS_0,LRP001_2810,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0
Z5707-1,Nilphamari-Int.with Z5701,0.74,0.0,0.0,LRPS_0,LRPS_740,0.0,6.859755051866608e-07,3.429877525933304e-07,0.0
Z5709-1,By-Pass Start-Int.with Z5701,3.26,2782.0,0.0,LRPS_0,LRP003_250,0.0,0.0,0.0,0.04027914519024729
Z5801-1,Start from Z5025-Kholahati Cantonment,1.05,1077.0,0.0,LRPS_0,LRPS_1050,0.0,0.0,0.0,0.01559332831412521
Z5802-1,Dinajpur-Khanpur,13.24,14513.0,0.0,LRPS_0,LRP010_3360,0.0,0.0,0.0,0.21012625238895002
Z5803-1,Dinajpur (Kanchan Bridge)-Birol,11.11,7136.0,0.0,LRPS_0,LRP011_1020,0.0,0.0,0.0,0.10331846875542944
Z5804-1,Chirirbandar-Amtali Bazar (int.with R585),14.99,4859.0,1.2064758570184402e-08,LRPS_0,LRP015_950,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0703509584757051
Z5851-1,Birampur-Nawabganj (int.with Z5561),9.66,4442.0,1.102935945024884e-08,LRPS_0,LRPS_9660,0.0,3.429877525933304e-07,1.714938762966652e-07,0.06431343024265941
Z5852-1,Palashbari-Goraghat (Bazar),9.04,2883.0,0.0,LRPS_0,LRP008_1020,0.0,0.0,0.0,0.041741472172351884
Z5854-1,Bejon-Hakimpur,9.41,1466.0,0.0,LRPS_0,LRP007_2540,0.0,0.0,0.0,0.021225458967973593
Z5855-1,Joypurhat-Int.with Z5509,7.77,5813.0,0.0,LRPS_0,LRP008_40,0.0,0.0,0.0,0.0841634331383564
Z5856-1,Panchbibi-Int.with Z5509,9.365,4064.0,1.0090796219228115e-08,LRPS_0,LRP009_705,0.0,3.429877525933304e-07,1.714938762966652e-07,0.05884056292349569
Z5857-1,Fulbari-int.with Z5858,13.65,4917.0,0.0,LRPS_0,LRP013_430,0.0,0.0,0.0,0.07119071060404239
Z5858-1,Rosulpur More-Golabari More,0.95,0.0,0.0,LRPS_0,LRPS_950,0.0,0.0,0.0,0.0
Z5901-1,Lalmonirhat (Mission More)-Fulbari,8.65,4579.0,0.0,LRPS_0,LRP008_530,0.0,0.0,0.0,0.06629698268373198
Z5902-1,Shaptibari-Haragacha,5.366,3786.0,0.0,LRPS_0,LRP005_366,0.0,0.0,0.0,0.054815544101465226
Z5903-1,Patgram-Int.with Z5904,0.925,0.0,0.0,LRPS_0,LRPS_925,0.0,0.0,0.0,0.0
Z5904-1,Patgram Bazar-Int.with Z5903,1.58,3587.0,0.0,LRPS_0,LRPS_1580,0.0,0.0,0.0,0.05193432559217004
Z5907-1,Lalmonirhat-Mogalhat,11.56,4987.0,0.0,LRPS_0,LRP011_710,0.0,0.0,0.0,0.07220420455203568
Z6004-1,Puthia-Taherpur(Int.with Z6005),16.92,2255.0,0.0,LRPS_0,LRP017_295,0.0,0.0,0.0,0.03264898361035501
Z6005-1,Sahibpur -Taherpur,22.92,3678.0,0.0,LRPS_0,LRP024_35,0.0,0.0,0.0,0.0532518677245613
Z6006-1,Baneswar-Sarda Bazar (int.with Z6018),8.576,6111.0,3.0346877803003444e-08,LRPS_0,LRP008_552,0.0,6.859755051866608e-07,3.429877525933304e-07,0.08847802165981351
Z6010-1,Rajshahi-Int.with N603,4.89,4413.0,1.0957353276440373e-08,LRPS_0,LRP005_890,0.0,3.429877525933304e-07,1.714938762966652e-07,0.06389355417849077
Z6011-1,Walia (int.with Z6014)-Int.with N6,20.474,7816.0,1.9406905327137534e-08,LRPS_0,LRP021_240,0.0,3.429877525933304e-07,1.714938762966652e-07,0.1131638385359356
Z6014-1,Banpara-Walia(int.with Z6011),7.88,5702.0,0.0,LRPS_0,LRP008_850,0.0,0.0,0.0,0.08255632130653848
Z6015-1,Ahamedpur-Int.with N507,9.715,2644.0,0.0,LRPS_0,LRP009_785,0.0,0.0,0.0,0.03828111426420339
Z6017-1,Chinakhora Biswa Road-Santhia,13.582,4257.0,0.0,LRPS_0,LRP014_916,0.0,0.0,0.0,0.061634910522962875
Z6018-1,Sarda Bazar-Puthia,8.14,4257.0,0.0,LRPS_0,LRP008_640,0.0,0.0,0.0,0.061634910522962875
Z6019-1,Puthia-Arani(Int.with Z6020),10.625,2338.0,0.0,LRPS_0,LRP012_58,0.0,0.0,0.0,0.03385069786297562
Z6020-1,Arani-Bagatipara,9.69,2188.0,0.0,LRPS_0,LRP010a_478,0.0,0.0,0.0,0.03167892511727573
Z6021-1,Chatmohor-Int.with Z6031,3.288,2002.0,1.988363585717981e-08,LRPS_0,LRP003_1016,0.0,1.3719510103733216e-06,6.859755051866608e-07,0.028985926912607866
